Table,position,bucket,Time,Species ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,,,,,,,,,,,,,
2,5,29,1,Isopods,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,1,Amphipods,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,1,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Copepod,6,4,3,4,3,5,4,3,4,4,4,6,3,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Gastropod,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Isopods,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Amphipods,10,13,7,14,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Ostracod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Copepod,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Gastropod,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Copepod,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Amphipods,14,8,13,17,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Copepod,4,5,5,3,4,3,3,4,4,3,6,5,5,4,,,,,,,,,,,,,,,,,,,
2,9,33,1,Gastropod,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Brittle stars,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,1,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Ostracod,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Copepod,5,4,4,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Gastropod,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Ostracod,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Copepod,4,3,3,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Gastropod,4,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Foraminifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Amphipods,19,5,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Ostracod,5,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Copepod,3,4,4,3,7,3,4,4,4,4,3,4,6,6,6,4,4,4,4,3,6,,,,,,,,,,,,
2,12,36,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Isopods,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Ostracod,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Copepod,5,4,3,3,3,4,4,5,6,3,7,6,5,5,3,5,,,,,,,,,,,,,,,,,
2,13,37,1,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Isopods,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Mites ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Amphipods,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Ostracod,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Copepod,3,5,6,4,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Gastropod,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Ostracod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Copepod,3,9,6,6,4,3,3,4,4,4,6,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Gastropod,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Isopods,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Amphipods,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Ostracod,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Copepod,3,4,4,4,3,3,4,5,3,3,6,5,4,3,4,3,3,,,,,,,,,,,,,,,,
2,16,40,1,Gastropod,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Isopods,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Amphipods,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Copepod,6,7,5,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Amphipods,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Copepod,3,6,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Isopods,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Amphipods,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Copepod,5,5,4,6,3,3,3,3,4,5,6,3,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Isopods,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Amphipods,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,1,Nematodes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Ostracod,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Copepod,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Gastropod,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Brittle stars,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Amphipods,10,7,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Ostracod,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Copepod,4,3,4,3,3,4,4,4,4,6,5,3,3,5,4,5,5,,,,,,,,,,,,,,,,
2,21,45,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Mites ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Amphipods,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Copepod,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Gastropod,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Mites ,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Amphipods,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Ostracod,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Copepod,4,4,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Amphipods,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Copepod,5,4,3,4,6,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Amphipods,9,13,5,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Ostracod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Copepod,5,6,3,5,4,4,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Amphipods,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Copepod,4,4,7,3,4,5,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Copepod,5,5,3,4,4,6,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Gastropod,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Foraminifera,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Isopods,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Ostracod,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Copepod,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Amphipods,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Copepod,3,6,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Amphipods,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Copepod,4,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Isopods,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Copepod,3,4,5,3,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Amphipods,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Ostracod,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Copepod,4,4,3,4,5,7,3,4,6,5,4,5,4,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Gastropod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Amphipods,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Copepod,3,6,4,4,3,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Isopods,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Amphipods,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,1,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,1,Ostracod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,1,Copepod,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
